stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
NEVRICNN,1626,Nevada @ Rich,N NEVADA ST & E RICH AV,47.696811,-117.395081,,,,,,0
NEVPRINN,1627,Nevada @ Princeton,N NEVADA ST & E PRINCETON AV,47.699111,-117.395066,,,,,,0
NEVWELNN,1628,Nevada @ Wellesley,N NEVADA ST & E WELLESLEY AV,47.700579,-117.395039,,,,,,0
NEVOLYNN,1629,Nevada @ Olympic,N NEVADA ST & E OLYMPIC AV,47.702925,-117.395077,,,,,,0
NEVEVENN,1630,Nevada @ Everett,N NEVADA ST & E EVERETT AV,47.705579,-117.395155,,,,,,0
NEVROWNN,1631,Nevada @ Rowan,N NEVADA ST & E ROWAN AV,47.707735,-117.395194,,,,,,0
NEVJOSNN,1632,Nevada @ Joseph,N NEVADA ST & E JOSEPH AV,47.709601,-117.395259,,,,,,0
NEVCENNN,1633,Nevada @ Central,N NEVADA ST & E CENTRAL AV,47.711395,-117.395244,,,,,,0
NEVDALNN,1634,Nevada @ Dalke,N NEVADA ST & E DALKE AV,47.713188,-117.395283,,,,,,0
NEVFRANN,1635,Nevada @ Francis,N NEVADA ST & E FRANCIS AV,47.714991,-117.395295,,,,,,0
NEVFRASN,1641,Nevada @ Francis,N NEVADA ST & E FRANCIS AV,47.715127,-117.395401,,,,,,0
NEVDECSN,1642,Nevada @ Decatur,N NEVADA ST & E DECATUR AV,47.714239,-117.395402,,,,,,0
NEVDALSN,1643,Nevada @ Dalke,N NEVADA ST & E DALKE AV,47.713342,-117.395376,,,,,,0
NEVCENSN,1644,Nevada @ Central,N NEVADA ST & E CENTRAL AV,47.711621,-117.395403,,,,,,0
NEVJOSSN,1645,Nevada @ Joseph,N NEVADA ST & E JOSEPH AV,47.709905,-117.3954,,,,,,0
NEVROWSN,1646,Nevada @ Rowan,N NEVADA ST & E ROWAN AV,47.70798,-117.395326,,,,,,0
NEVEVESN,1647,Nevada @ Everett,N NEVADA ST & E EVERETT AV,47.705787,-117.395287,,,,,,0
NEVOLYSN,1648,Nevada @ Olympic,N NEVADA ST & E OLYMPIC AV,47.70317,-117.395223,,,,,,0
NEVWELSN,1649,Nevada @ Wellesley,N NEVADA ST & E WELLESLEY AV,47.700733,-117.395171,,,,,,0
NEVPRISF,1650,Nevada @ Princeton,N NEVADA ST & E PRINCETON AV,47.698912,-117.395225,,,,,,0
NEVRICSN,1651,Nevada @ Rich,N NEVADA ST & E RICH AV,47.696992,-117.395253,,,,,,0
NEVLACSN,1652,Nevada @ Lacrosse,N NEVADA ST & E LACROSSE AV,47.695461,-117.395267,,,,,,0
NEVEMPSN,1653,Nevada @ Empire,N NEVADA ST & E EMPIRE AV,47.693214,-117.395229,,,,,,0
NEVGORSN,1655,Nevada @ Gordon,N NEVADA ST & E GORDON AV,47.691013,-117.395256,,,,,,0
NEVBRISN,1656,Nevada @ Bridgeport,N NEVADA ST & E BRIDGEPORT AV,47.688577,-117.395244,,,,,,0
NEVDALNF,1657,Nevada @ Dalton (Gonzaga Prep),N NEVADA ST & E DALTON AV,47.686729,-117.395298,,,,,,0
HAMNORSF,1658,Hamilton @ North Foothills Drive,N HAMILTON ST & E NORTH FOOTHILLS DR,47.683142,-117.396821,,,,,,0
HAMJACSN,1660,Hamilton @ Jackson,N HAMILTON ST & E JACKSON AV,47.680425,-117.396757,,,,,,0
HAMILLSM,1662,Hamilton @ Illinois,N HAMILTON ST & E ILLINOIS AV,47.677092,-117.396692,,,,,,0
HAMINDSN,1663,Hamilton @ Indiana,N HAMILTON ST & E INDIANA AV,47.674818,-117.396628,,,,,,0
HAMMISSN,1664,Hamilton @ Mission,N HAMILTON ST & E MISSION AV WB,47.671875,-117.396642,,,,,,0
HAMSHASN,1665,Hamilton @ Sharp,N HAMILTON ST & E SHARP AV,47.669574,-117.396604,,,,,,0
ADDWALNN,1680,Addison @ Walton,N ADDISON ST & E WALTON AV,47.694539,-117.403204,,,,,,0
ADDLONNN,1682,Addison @ Longfellow,N ADDISON ST & E LONGFELLOW AV,47.697582,-117.403202,,,,,,0
LIDJOENN,1691,Lidgerwood @ Joseph (Holy Family),N LIDGERWOOD ST & E JOSEPH AV,47.709631,-117.405803,,,,,,0
LIDCENNN,1692,Lidgerwood @ Central (Holy Family),N LIDGERWOOD ST & E CENTRAL AV,47.711406,-117.405842,,,,,,0
LIDDALNN,1693,Lidgerwood @ Dalke,N LIDGERWOOD ST & E DALKE AV,47.713227,-117.405815,,,,,,0
LIDFRANN,1694,Lidgerwood @ Francis,N LIDGERWOOD ST & E FRANCIS AV,47.714903,-117.405788,,,,,,0
ADDFRANF,1695,Addison @ Francis,N ADDISON ST & E FRANCIS AV,47.715681,-117.403141,,,,,,0
ADDFRANM,1696,Addison @ Francis,N ADDISON ST & N FRANCIS AV,47.717249,-117.402889,,,,,,0
ADDLYONN,1697,Addison @ Lyons,N ADDISON ST & E LYONS AV,47.718327,-117.402664,,,,,,0
WISWEDNF,1699,Wiscomb @ Wedgewood (Lilac Plaza),N WISCOMB ST & E WEDGEWOOD AV,47.720863,-117.40347,,,,,,0
STACOZNN,1701,Standard @ Cozza,N STANDARD ST & E COZZA DR,47.723327,-117.402264,,,,,,0
STADAKNN,1702,Standard @ Dakota,N STANDARD ST & N DAKOTA ST,47.726815,-117.402951,,,,,,0
STALINNN,1703,Standard @ Lincoln,N STANDARD ST & E LINCOLN RD,47.729352,-117.405054,,,,,,0
LINDAKEN,1704,Lincoln @ Dakota,E LINCOLN RD & N DAKOTA ST,47.729396,-117.400726,,,,,,0
LINWILEN,1705,Lincoln @ Wilding,E LINCOLN RD & N WILDING DR,47.729423,-117.397259,,,,,,0
NEVSTTNN,1706,Nevada @ St. Thomas Moore Way,N NEVADA ST & E ST THOMAS MOORE WY,47.732928,-117.395219,,,,,,0
NEVSTTSN,1725,Nevada @ St. Thomas Moore Way,N NEVADA ST & E ST THOMAS MOORE WY,47.732992,-117.395444,,,,,,0
NEVLINSN,1726,Nevada @ Lincoln,N NEVADA ST & E LINCOLN AV,47.729739,-117.395406,,,,,,0
LINWILWN,1727,Lincoln @ Wilding,E LINCOLN RD & N WILDING DR,47.729577,-117.396968,,,,,,0
LINDAKWN,1728,Lincoln @ Dakota,E LINCOLN RD & N DAKOTA ST,47.729568,-117.400462,,,,,,0
STALINSF,1729,Standard @ Lincoln,N STANDARD ST & E LINCOLN AV,47.729098,-117.405186,,,,,,0
STALIDSN,1730,Standard @ Lidgerwood,N STANDARD ST & N LIDGERWOOD ST,47.727005,-117.403361,,,,,,0
STACOZSN,1731,Standard @ Cozza,N STANDARD ST & E COZZA DR,47.723472,-117.402449,,,,,,0
ADDLYOSN,1735,Addison @ Lyons,N ADDISON ST & E LYONS AV,47.718481,-117.402743,,,,,,0
ADDLYOSM,1736,Addison @ Lyons,N ADDISON ST & E LYONS AV,47.716524,-117.403048,,,,,,0
ADDFRAWN,1737,Addison @ Francis,N ADDISON ST & E FRANCIS AV,47.715312,-117.403392,,,,,,0
LIDFRASF,1738,Lidgerwood @ Francis,N LIDGERWOOD ST & E FRANCIS AV,47.714686,-117.406039,,,,,,0
LIDDALSN,1739,Lidgerwood @ Dalke,N LIDGERWOOD ST & E DALKE AV,47.71339,-117.40604,,,,,,0
LIDCOLSN,1741,Lidgerwood @ Columbia (Holy Family),N LIDGERWOOD ST & E COLUMBIA AV,47.710673,-117.406014,,,,,,0
ADDLONSN,1749,Addison @ Longfellow,N ADDISON ST & E LONGFELLOW AV,47.697727,-117.403374,,,,,,0
ADDWALSN,1751,Addison @ Walton,N ADDISON ST & E WALTON AV,47.694648,-117.403402,,,,,,0
FRASTAWN,1758,Francis @ Standard,E FRANCIS AV & N STANDARD ST,47.715137,-117.400429,,,,,,0
FRAADDWN,1759,Francis @ Addison,E FRANCIS AV & N ADDISON ST,47.715156,-117.403102,,,,,,0
WASNORNF,1760,Washington @ North River Drive,N WASHINGTON ST & NORTH RIVER DR,47.665285,-117.41747,,,,,,0
WASBOONN,1761,Washington @ Boone,N WASHINGTON ST & W BOONE AV,47.667993,-117.417244,,,,,,0
WASSINNN,1762,Washington @ Sinto,N WASHINGTON ST & W SINTO AV,47.670167,-117.41723,,,,,,0
WASMISNN,1763,Washington @ Mission,N WASHINGTON ST & W MISSION AV,47.671272,-117.41727,,,,,,0
WASINDNN,1765,Washington @ Indiana,N WASHINGTON ST & W INDIANA AV,47.674777,-117.417282,,,,,,0
INDDIVEN,1767,Indiana @ Division,W INDIANA AV & N DIVISION ST,47.674903,-117.411451,,,,,,0
INDLIDEN,1769,Indiana @ Lidgerwood,E INDIANA AV & N LIDGERWOOD ST,47.674893,-117.406466,,,,,,0
ILLHAMEN,1777,Illinois @ Hamilton,E ILLINOIS AV & N HAMILTON ST,47.677472,-117.396772,,,,,,0
ILLMOREN,1779,Illinois @ Morton,E ILLINOIS AV & N MORTON ST,47.677471,-117.39213,,,,,,0
NORMONN,1781,North Center @ Montgomery,N NORTH CENTER ST & E MONTGOMERY AV,47.678901,-117.389035,,,,,,0
PERMARNN,1783,Perry @ Marietta,N PERRY ST & E MARIETTA AV,47.681356,-117.38906,,,,,,0
CREEUCNF,1790,Crestline @ Euclid,N CRESTLINE ST & E EUCLID AV,47.686434,-117.378899,,,,,,0
CRECOUNF,1792,Crestline @ Courtland,N CRESTLINE ST & E COURTLAND AV,47.689722,-117.378909,,,,,,0
CREGORNN,1793,Crestline @ Gordon,N CRESTLINE ST & E GORDON AV,47.69118,-117.378908,,,,,,0
CREEMPNN,1794,Crestline @ Empire,N CRESTLINE ST & E EMPIRE AV,47.692675,-117.378828,,,,,,0
EMPSTOEN,1795,Empire @ Stone,E EMPIRE AV & N STONE ST,47.692973,-117.37642,,,,,,0
NECC,1796,Northeast Community Center,N COOK ST & E GARLAND AV,47.69395,-117.373456,,,,,,0
WELCOOEN,1804,Wellesley @ Cook,E WELLESLEY AV & N COOK ST,47.700499,-117.373649,,,,,,0
WELLACEN,1805,Wellesley @ Lacey,E WELLESLEY AV & N LACEY ST,47.700461,-117.37095,,,,,,0
MARWELNN,1807,Market @ Wellesley,N MARKET ST & E BROAD-WELLESLEY AL,47.700969,-117.364709,,,,,,0
MARWABNN,1808,Market @ Wabash,N MARKET ST & E WABASH AV,47.702327,-117.364707,,,,,,0
CREDALSN,1818,Crestline @ Dalke,N CRESTLINE ST & E DALKE AV,47.713183,-117.378784,,,,,,0
ROWSTOEN,1821,Rowan @ Stone,E ROWAN AV & N STONE ST,47.707683,-117.376249,,,,,,0
ROWLACEN,1823,Rowan @ Lacey,E ROWAN AV & N LACEY ST,47.707618,-117.370904,,,,,,0
ROWHAVEN,1825,Rowan @ Haven,E ROWAN AV & N HAVEN ST SB,47.707661,-117.366392,,,,,,0
HAVDIASN,1826,Haven @ Diamond,N HAVEN ST & E DIAMOND AV,47.70517,-117.366329,,,,,,0
HAVWABSN,1828,Haven @ Wabash,N HAVEN ST SB & E WABASH AV,47.702452,-117.366358,,,,,,0
WELLACWN,1831,Wellesley @ Lacey,E WELLESLEY AV & N LACEY ST,47.700588,-117.370699,,,,,,0
WELCOOWN,1832,Wellesley @ Cook,E WELLESLEY AV & N COOK ST,47.700598,-117.373437,,,,,,0
NECCS,1840,Northeast Community Center,N COOK ST & E GARLAND AV,47.693986,-117.373668,,,,,,0
CREPROSN,1842,Crestline @ Providence,N CRESTLINE ST & E PROVIDENCE AV,47.692324,-117.379081,,,,,,0
CREGORSN,1843,Crestline @ Gordon,N CRESTLINE ST & E GORDON AV,47.691388,-117.37908,,,,,,0
CRECOUSN,1844,Crestline @ Courtland,N CRESTLINE ST & E COURTLAND AV,47.689468,-117.379029,,,,,,0
CREFOOSN,1846,Crestline @ North Foothills,N CRESTLINE ST & E NORTH FOOTHILLS DR,47.686307,-117.379097,,,,,,0
DIV6THSN,1850,Division @ 6th Ave,S DIVISION ST & E 6TH AV,47.650496,-117.411349,,,,,,0
COW9THNN,1851,Cowley @ 9th Ave,S COWLEY ST & E 9TH AV,47.647195,-117.408049,,,,,,0
DIV6THNN,1852,Division @ 6th Ave,S DIVISION ST & E 6TH AV,47.65037,-117.411096,,,,,,0
NORILLSN,1855,North Center @ Illinois,N NORTH CENTER ST & E ILLINOIS AV,47.678394,-117.388665,,,,,,0
ILLMORWN,1857,Illinois @ Morton,E ILLINOIS AV & N MORTON ST,47.677562,-117.391918,,,,,,0
ILLHAMWN,1859,Illinois @ Hamilton,E ILLINOIS AV & N HAMILTON ST,47.677599,-117.396428,,,,,,0
INDLIDWN,1867,Indiana @ Lidgerwood,E INDIANA AV & N LIDGERWOOD ST,47.675038,-117.406148,,,,,,0
INDRUBWN,1868,Indiana @ Ruby,E INDIANA AV & N RUBY ST NB,47.675102,-117.409361,,,,,,0
INDDIVWN,1869,Indiana @ Division,E INDIANA AV & N DIVISION ST,47.675066,-117.411028,,,,,,0
WASNORSN,1871,Washington @ Nora,N WASHINGTON ST & W NORA AV,47.674279,-117.417441,,,,,,0
WASMAXSN,1873,Washington @ Maxwell,N WASHINGTON ST & W MAXWELL AV,47.67138,-117.417402,,,,,,0
WASSINSF,1874,Washington @ Sinto,N WASHINGTON ST & W SINTO AV,47.670194,-117.417442,,,,,,0
WASBOOSN,1875,Washington @ Boone,N WASHINGTON ST & W BOONE AV,47.668147,-117.417403,,,,,,0
TREHAMEN,1880,Trent @ Hamilton,E TRENT AV & N HAMILTON ST,47.661794,-117.395577,,,,,,0
TREPEREN,1882,Trent @ Perry (Social Security),E TRENT AV & N PERRY ST,47.661828,-117.389998,,,,,,0
TREHELEN,1883,Trent @ Helena,E TRENT AV & N HELENA ST,47.661864,-117.387261,,,,,,0
TRE1800E,1884,Trent @ E 1800,E TRENT AV & E 1800,47.661844,-117.384194,,,,,,0
NAPSPRNN,1885,Napa @ Springfield,N NAPA ST & E SPRINGFIELD AV,47.663157,-117.381139,,,,,,0
NAPCATNN,1887,Napa @ Cataldo,N NAPA ST & E CATALDO AV,47.666481,-117.381137,,,,,,0
NAPBOONN,1888,Napa @ Boone,N NAPA ST & E BOONE AV,47.668537,-117.381135,,,,,,0
NAPSINNN,1889,Napa @ Sinto,N NAPA ST & E SINTO AV,47.670611,-117.381133,,,,,,0
JACTHOEN,1900,Jackson @ Thor,E JACKSON AV & N THOR ST,47.680502,-117.360773,,,,,,0
JACFREEN,1902,Jackson @ Freya,E JACKSON AV & N FREYA ST,47.6805,-117.357785,,,,,,0
MARREBEN,1904,Marietta @ Rebecca,E MARIETTA AV & N REBECCA ST,47.681491,-117.355198,,,,,,0
MYRMARNM,1906,Myrtle @ Marietta,N MYRTLE ST & E MARIETTA AV,47.681982,-117.35166,,,,,,0
MYRCLENN,1907,Myrtle @ Cleveland,N MYRTLE ST & E CLEVELAND AV,47.683984,-117.351631,,,,,,0
MYRFRENN,1909,Myrtle @ Frederick,N MYRTLE ST & E FREDERICK AV,47.685687,-117.351616,,,,,,0
FRESYCWM,1911,Frederick @ Sycamore,E FREDERICK AV & N SYCAMORE ST,47.685844,-117.356839,,,,,,0
EUCTHOWN,1913,Euclid @ Thor,E EUCLID AV & N THOR ST,47.68628,-117.360489,,,,,,0
MARCLESN,1916,Market @ Cleveland,N MARKET ST & E CLEVELAND AV,47.684172,-117.365279,,,,,,0
GREJACSM,1917,Greene @ Jackson,N GREENE ST & E JACKSON  AV,47.68005,-117.363776,,,,,,0
GREMISSN,1919,Greene @ Mission,N GREENE ST & E MISSION AV,47.672025,-117.363864,,,,,,0
FRETRESN,1920,Freya @ Trent,N FREYA WY & E TRENT AV,47.66859,-117.359649,,,,,,0
FRETRENF,1926,Freya Way @ Trent,N FREYA WY & E TRENT AV,47.668781,-117.359808,,,,,,0
GREMISNN,1927,Greene @ Mission,N GREENE ST & E MISSION AV,47.671735,-117.363705,,,,,,0
GREAUGNM,1928,Greene @ Augusta,N GREENE ST & E AUGUSTA AV,47.673384,-117.363664,,,,,,0
NAPSINSN,1937,Napa @ Sinto,N NAPA ST & E SINTO AV,47.67072,-117.381226,,,,,,0
NAPBOOSN,1938,Napa @ Boone,N NAPA ST & E BOONE AV,47.668636,-117.381241,,,,,,0
NAPCATSN,1939,Napa @ Cataldo,N NAPA ST & E CATALDO AV,47.66658,-117.381256,,,,,,0
NAPSPRSN,1941,Napa @ Springfield,N NAPA ST & E SPRINGFIELD AV,47.663293,-117.381285,,,,,,0
TRE1800W,1942,Trent @ E 1800,E TRENT AV & E 1800,47.66198,-117.384036,,,,,,0
TREHELWN,1943,Trent @ Helena,E TRENT AV & N HELENA ST,47.661927,-117.387116,,,,,,0
TREPERWN,1944,Trent @ Perry (Social Security),E TRENT AV & N PERRY ST,47.661912,-117.389776,,,,,,0
TREHAMWN,1946,Trent @ Hamilton,E TRENT AV & N HAMILTON ST,47.661939,-117.396317,,,,,,0
SPOWSUEM,1950,Spokane Falls Blvd @ WSU/EWU Spokane,E SPOKANE FALLS BL & N OAK ST,47.660128,-117.407577,,,,,,0
SPRBROWF,1952,Sprague @ Browne,W SPRAGUE AV & N BROWNE ST SB,47.657314,-117.413572,,,,,,0
SPRBERWN,1953,Sprague @ Bernard,W SPRAGUE AV & N BERNARD ST,47.657323,-117.415859,,,,,,0
SPRSTEWN,1954,Sprague @ Stevens,W SPRAGUE AV WB & N STEVENS ST SB,47.65726,-117.419362,,,,,,0
HAVWELSN,1955,Haven @ Wellesley,N HAVEN ST & E WELLESLEY AV,47.700668,-117.366386,,,,,,0
ROWLACWN,1957,Rowan @ Lacey,E ROWAN AV & N LACEY ST,47.707762,-117.370626,,,,,,0
ROWSTOWN,1959,Rowan @ Stone,E ROWAN AV & N STONE ST,47.707783,-117.375997,,,,,,0
CREJOSNN,1961,Crestline @ Joseph,N CRESTLINE ST & E JOSEPH ST,47.709496,-117.378708,,,,,,0
CREDALNN,1963,Crestline @ Dalke,N CRESTLINE ST & N ATLANTIC ST,47.71301,-117.378606,,,,,,0
FRACREWF,1964,Francis @ Crestline,E FRANCIS AV & N CRESTLINE ST,47.714998,-117.378937,,,,,,0
FRAPITWN,1965,Francis @ Pittsburg,E FRANCIS AV & N PITTSBURG ST,47.715024,-117.384525,,,,,,0
FRAPERWN,1967,Francis @ Perry,E FRANCIS AV & N PERRY ST,47.715053,-117.38995,,,,,,0
FRANEVWN,1968,Francis @ Nevada,E FRANCIS AV & N NEVADA ST,47.715109,-117.395229,,,,,,0
FRALIDWF,1970,Francis @ Lidgerwood,E FRANCIS AV & N LIDGERWOOD ST,47.715175,-117.406727,,,,,,0
FRAMAYWF,1971,Francis @ Mayfair,E FRANCIS AV & N MAYFAIR ST,47.715148,-117.409334,,,,,,0
FRAWHIWN,1973,Francis @ Whitehouse,W FRANCIS AV & N WHITEHOUSE ST,47.715149,-117.416479,,,,,,0
FRAWALWN,1975,Francis @ Wall,W FRANCIS AV & N WALL ST,47.71515,-117.421639,,,,,,0
FRAJEFWF,1977,Francis @ Jefferson,W FRANCIS AV & N JEFFERSON ST,47.715413,-117.429432,,,,,,0
FRACEDWF,1978,Francis @ Cedar,W FRANCIS AV & N CEDAR ST,47.715478,-117.433485,,,,,,0
FRAGSTWN,1979,Francis @ G Street,W FRANCIS AV & N G ST,47.715474,-117.46046,,,,,,0
FRAJEFEN,1986,Francis @ Jefferson,W FRANCIS AV & N JEFFERSON ST,47.715286,-117.428916,,,,,,0
FRAMONEN,1987,Francis @ Monroe,W FRANCIS AV & N MONROE ST,47.71515,-117.425516,,,,,,0
FRAWALEN,1988,Francis @ Wall,W FRANCIS AV & N WALL ST,47.715032,-117.422115,,,,,,0
FRAWHIEN,1990,Francis @ Whitehouse,W FRANCIS AV & N WHITEHOUSE ST,47.71505,-117.41673,,,,,,0
FRAATLEF,1991,Francis @ Atlantic,W FRANCIS AV & N ATLANTIC ST,47.715004,-117.412231,,,,,,0
FRADIVEF,1992,Francis @ Division,E FRANCIS AV & N ATLANTIC ST,47.715012,-117.410088,,,,,,0
FRALIDEN,1993,Francis @ Lidgerwood,E FRANCIS AV & N LIDGERWOOD ST,47.71503,-117.406013,,,,,,0
FRAADDEN,1994,Francis @ Addison,E FRANCIS AV & N ADDISON ST,47.715029,-117.404094,,,,,,0
FRASTAEN,1995,Francis @ Standard,E FRANCIS AV & N STANDARD ST,47.715038,-117.400773,,,,,,0
FRANEVEN,1996,Francis @ Nevada,E FRANCIS AV & N NEVADA ST,47.715,-117.395772,,,,,,0
FRAPEREN,1997,Francis @ Perry,E FRANCIS AV & N PERRY ST,47.714972,-117.390373,,,,,,0
FRAPITEN,1999,Francis @ Pittsburg,E FRANCIS AV & N PITTSBURG ST,47.714897,-117.384525,,,,,,0
FRACREEN,2000,Francis @ Crestline,E FRANCIS AV & N CRESTLINE ST,47.714832,-117.379259,,,,,,0
FRE28TNN,2001,Freya @ 28th,S FREYA ST & E 28TH AV,47.629256,-117.357764,,,,,,0
FRE24TNN,2003,Freya @ 24th,S FREYA ST & E 24TH AV,47.632634,-117.357761,,,,,,0
FRE22NNN,2004,Freya @ 22nd,S FREYA ST & E 22ND AV,47.634355,-117.357732,,,,,,0
FRECONNN,2005,Freya @ Congress,S FREYA ST & E CONGRESS AV,47.636293,-117.35773,,,,,,0
18TFREWF,2007,18th @ Freya,E 18TH AV & S FREYA ST,47.6392,-117.35811,,,,,,0
RAY18TNF,2009,Ray @ 18th Avenue,S RAY ST & E 18TH AV,47.639225,-117.362939,,,,,,0
RAY15TNN,2011,Ray @ 15th,S RAY ST & E 15TH AV,47.64182,-117.36301,,,,,,0
THO8THNN,2013,Thor @ 8th,S THOR ST & E 8TH ST,47.648131,-117.360294,,,,,,0
HARFEREM,2014,Hartson @ Ferrall,E HARTSON AV & S FERRALL ST,47.649935,-117.358919,,,,,,0
SPOCINWf,2016,Spokane Falls Blvd @ Cincinnati,E SPOKANE FALLS BL & N CINCINNATI ST,47.661924,-117.39803,,,,,,0
SPOCINEN,2017,Spokane Falls Blvd @ Cincinnati,E SPOKANE FALLS BL & N CINCINNATI ST,47.661753,-117.397671,,,,,,0
3RDMYREN,2019,3rd @ Myrtle,E 3RD AV EB & S MYRTLE ST,47.653552,-117.352436,,,,,,0
HAVFERNC,2025,Havana @ Ferry,N HAVANA ST & E FERRY AV,47.660812,-117.346821,,,,,,0
HAVALKNN,2026,Havana @ Alki (Fairgrounds),N HAVANA ST & E FERRY AV,47.662134,-117.346833,,,,,,0
BROHAVWF,2027,Broadway @ Havana,E BROADWAY AV & N HAVANA ST,47.664471,-117.347504,,,,,,0
MARCLENF,2030,Market @ Cleveland,N MARKET ST & E CLEVELAND AV,47.684634,-117.365067,,,,,,0
MAREUCNN,2031,Market @ Euclid,N MARKET ST & E EUCLID AV,47.686092,-117.365026,,,,,,0
MARGLANN,2033,Market @ Glass,N MARKET ST & E GLASS AV,47.69064,-117.365034,,,,,,0
MARGARNN,2034,Market @ Garland,N MARKET ST & E GARLAND AV,47.69333,-117.365005,,,,,,0
MARROCNN,2035,N Market @ Rockwell,N MARKET ST NB & E ROCKWELL AV,47.696038,-117.364936,,,,,,0
MARHERNN,2036,Market @ Heroy,N MARKET ST NB & E HEROY AV,47.698493,-117.364907,,,,,,0
WELHAVWN,2037,Wellesley @ Haven,E WELLESLEY AV & N HAVEN ST SB,47.70055,-117.366228,,,,,,0
WELCREWN,2038,Wellesley @ Crestline,E WELLESLEY AV & N CRESTLINE ST,47.700637,-117.378768,,,,,,0
WELPITWF,2040,Wellesley @ Pittsburg,E WELLESLEY AV & N PITTSBURG ST,47.700648,-117.384787,,,,,,0
WELPERWN,2042,Wellesley @ Perry,E WELLESLEY AV & N PERRY ST,47.700668,-117.389602,,,,,,0
WELNEVWF,2044,Wellesley @ Nevada,E WELLESLEY AV & N PERRY ST,47.700733,-117.39619,,,,,,0
WELCINWN,2045,Wellesley @ Cincinnati,E WELLESLEY AV & N CINCINNATI ST,47.700697,-117.397751,,,,,,0
WELADDWF,2047,Wellesley @ Addison,E WELLESLEY AV & N ADDISON ST,47.700753,-117.403849,,,,,,0
WELLIDWN,2048,Wellesley @ Lidgerwood,E WELLESLEY AV & N LIDGERWOOD ST,47.700762,-117.4059,,,,,,0
WELDIVWN,2049,Wellesley @ Division (Northtown),E WELLESLEY AV & N DIVISION ST,47.70089,-117.410014,,,,,,0
WELWHIWN,2051,Wellesley @ Whitehouse,W WELLESLEY AV & N WHITEHOUSE ST,47.700737,-117.416509,,,,,,0
WELWALWN,2053,Wellesley @ Wall,W WELLESLEY AV & N WALL ST,47.700783,-117.421879,,,,,,0
WELCEDWN,2056,Wellesley @ Cedar,W WELLESLEY AV & N CEDAR ST,47.700774,-117.43233,,,,,,0
WELCANWN,2059,Wellesley @ Cannon,W WELLESLEY AV & N CANNON ST,47.700774,-117.440399,,,,,,0
WELBELWN,2060,Wellesley @ Belt,W WELLESLEY AV & N BELT ST,47.700783,-117.443098,,,,,,0
WELALBWN,2062,Wellesley @ Alberta,W WELLESLEY AV & N ALBERTA ST,47.700773,-117.448984,,,,,,0
WELMILWM,2063,Wellesley @ Milton,W WELLESLEY AV & N MILTON ST,47.7008,-117.452794,,,,,,0
WELCSTWN,2064,Wellesley @ C Street,W WELLESLEY AV & N C ST,47.700854,-117.456644,,,,,,0
WELDRISW,2065,Wellesley @ Driscoll,W WELLESLEY AV & N DRISCOLL (UPPER) BL,47.700806,-117.460305,,,,,,0
HAY9THNN,2066,Hayford @ 9th,S HAYFORD RD & W 9TH AV,47.649024,-117.560771,,,,,,0
WELCSTEN,2068,Wellesley @ C Street,W WELLESLEY AV & N C ST,47.700727,-117.456882,,,,,,0
WELMILEN,2069,Wellesley @ Milton,W WELLESLEY AV & N MILTON ST,47.700673,-117.452005,,,,,,0
WELALBEN,2070,Wellesley @ Alberta,W WELLESLEY AV & N ALBERTA ST,47.700665,-117.449196,,,,,,0
WELBELEN,2072,Wellesley @ Belt,W WELLESLEY AV & N BELT ST,47.700674,-117.443389,,,,,,0
WELCANEC,2073,Wellesley @ Cannon,W WELLESLEY AV & N CANNON ST,47.700665,-117.440465,,,,,,0
WELCEDEM,2076,Wellesley @ Cedar,W WELLESLEY AV & N CEDAR ST NB,47.700684,-117.431827,,,,,,0
WELMONEN,2078,Wellesley @ Monroe,W WELLESLEY AV & N MONROE ST,47.700683,-117.425993,,,,,,0
WELWALEN,2079,Wellesley @ Wall,W WELLESLEY AV & N WALL ST,47.700656,-117.42221,,,,,,0
WELWHIEN,2081,Wellesley @ Whitehouse,W WELLESLEY AV & N WHITEHOUSE ST,47.700655,-117.416724,,,,,,0
WELDIVEN,2083,Wellesley @ Division,W WELLESLEY AV & N DIVISION ST,47.700619,-117.411667,,,,,,0
WELLIDEN,2084,Wellesley @ Lidgerwood,E WELLESLEY AV & N LIDGERWOOD ST,47.700654,-117.406151,,,,,,0
WELADDEN,2085,Wellesley @ Addison,E WELLESLEY AV & N ADDISON ST,47.700599,-117.403413,,,,,,0
WELCINEN,2087,Wellesley @ Cincinnati,E WELLESLEY AV & N CINCINNATI ST,47.700607,-117.397963,,,,,,0
WELNEVEF,2088,Wellesley @ Nevada,E WELLESLEY AV & N NEVADA ST,47.700579,-117.394616,,,,,,0
WELPEREN,2090,Wellesley @ Perry,E WELLESLEY AV & N PERRY ST,47.700586,-117.389774,,,,,,0
WELPITEN,2092,Wellesley @ Pittsburg,E WELLESLEY AV & N PITTSBURG ST,47.700557,-117.38443,,,,,,0
WELCREEN,2094,Wellesley @ Crestline,E WELLESLEY AV & N CRESTLINE ST,47.70051,-117.379046,,,,,,0
WELHAVEN,2095,Wellesley @ Haven,E WELLESLEY AV & N HAVEN ST SB,47.70045,-117.366638,,,,,,0
