stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
GOV1202S,1138,Government Way @ N 1202,N GOVERNMENT WY & N 1202,47.666857,-117.469707,,,,,,0
GOV508S,1139,Government Way @ N 508,N GOVERNMENT WY & N 508,47.66021,-117.466333,,,,,,0
GOV211S,1140,Government Way  @ N 211,N GOVERNMENT WY & N 211,47.658906,-117.465618,,,,,,0
GOVGSTSN,1141,Government Way @ G St.,W GOVERNMENT WY & S G ST,47.656234,-117.463303,,,,,,0
RIVASTEN,1143,Riverside @ A St,W RIVERSIDE AV & S A ST,47.654198,-117.454657,,,,,,0
RIVELMEN,1146,Riverside @ Elm,W RIVERSIDE AV & S ELM ST,47.657125,-117.44013,,,,,,0
MAPPACSN,1147,Maple @ Pacific,S MAPLE ST,47.65575,-117.435894,,,,,,0
1STCEDEN,1148,1st @ Cedar,W 1ST AV EB & S CEDAR ST,47.656446,-117.432608,,,,,,0
1STJEFEF,1149,1st @ Jefferson,W 1ST AV & S JEFFERSON ST,47.656443,-117.429118,,,,,,0
MOR1STSN,1150,Monroe @ 1st,S MONROE ST & W 1ST AV,47.656623,-117.426642,,,,,,0
MOR2NDSN,1151,Monroe @ 2nd,S MONROE ST SB & W 2ND AV WB,47.654553,-117.42662,,,,,,0
2NDJEFWN,1152,2nd @ Jefferson,W 2ND AV WB & S JEFFERSON ST,47.654517,-117.429422,,,,,,0
BOOMAPEF,1154,Boone @ Maple,W BOONE AV & N MAPLE ST NB,47.66793,-117.434803,,,,,,0
BROMADWC,1163,Courthouse (Broadway @ Madison),W BROADWAY AV & N MADISON ST,47.664434,-117.42802,,,,,,0
BROCEDWN,1165,Broadway @ Cedar,W BROADWAY AV & N CEDAR ST,47.664407,-117.432423,,,,,,0
BROWALWF,1166,Broadway @ Walnut,W BROADWAY AV & N WALNUT ST,47.664452,-117.434353,,,,,,0
BROOAKWN,1168,Broadway @ Oak,W BROADWAY AV & N OAK ST,47.664452,-117.43824,,,,,,0
BROCANWN,1169,Broadway @ Cannon,W BROADWAY AV & N CANNON ST,47.664425,-117.441691,,,,,,0
BRONETWN,1170,Broadway @ Nettleton,W BROADWAY AV & N NETTLETON ST,47.66457,-117.445631,,,,,,0
BROLIDWN,1172,Broadway @ Lindeke,W BROADWAY AV & N LINDEKE ST,47.664515,-117.450998,,,,,,0
BROASTWN,1173,Broadway @ A Street,W BROADWAY AV & N A ST,47.664551,-117.453616,,,,,,0
ASTDEANN,1175,A Street @ Dean,N A ST & W DEAN AV,47.666001,-117.453696,,,,,,0
ASTBOONN,1176,A Street @ Boone,N A ST & W BOONE AV,47.667899,-117.453697,,,,,,0
ASTSINNN,1177,A Street @ Sinto,N A ST & W SINTO AV,47.66977,-117.453684,,,,,,0
ASTSUMNN,1178,A Street @ Summit,N A ST & W SUMMIT BL,47.671173,-117.453672,,,,,,0
SUMLINEN,1179,Summit @ Lindeke,W SUMMIT BL & N LINDEKE ST,47.671,-117.451265,,,,,,0
SUMCOCEN,1180,Summit @ Cochran,W SUMMIT BL & N LINDEKE ST,47.671426,-117.44862,,,,,,0
MISNETEN,1181,Mission @ Nettleton,W MISSION AV & N NETTLETON ST,47.671634,-117.446042,,,,,,0
PETAUGWN,1184,Pettit @ Augusta WCCC,N PETTET DR,47.672784,-117.443672,,,,,,0
NORPETWN,1185,Nora @ Pettet,W NORA AV & N HEMLOCK ST,47.674026,-117.444046,,,,,,0
MISNETWN,1186,Mission @ Nettleton,W MISSION AV & N HEMLOCK ST,47.671843,-117.445592,,,,,,0
MISCOCWC,1187,Mission @ Cochran,W MISSION AV & N COCHRAN ST,47.671661,-117.448435,,,,,,0
SUMLINWN,1188,Summit @ Lindeke,W SUMMIT BL & N LINDEKE ST,47.67111,-117.450889,,,,,,0
SUMASTWN,1189,Summit @ A Street,W SUMMIT BL & N A ST,47.671398,-117.453526,,,,,,0
ASTSINSN,1190,A Street @ Sinto,N A ST & W SINTO AV,47.669976,-117.453935,,,,,,0
ASTBOOSN,1191,A Street @ Boone,N A ST & W BOONE AV,47.668074,-117.453895,,,,,,0
ASTDEASN,1192,A Street @ Dean,N A ST & W DEAN AV,47.666217,-117.453947,,,,,,0
ASTBROSN,1194,A Street @ Broadway,N A ST & W BROADWAY AV,47.664587,-117.45396,,,,,,0
BROLIDEN,1195,Broadway @ Lindeke,W BROADWAY AV & N LINDEKE ST,47.664352,-117.451316,,,,,,0
BRONETEN,1197,Broadway @ Nettleton,W BROADWAY AV & N NETTLETON ST,47.66437,-117.445988,,,,,,0
BROCANEN,1198,Broadway @ Cannon,W BROADWAY AV & N CANNON ST,47.664253,-117.441982,,,,,,0
BROOAKEF,1199,Broadway @ Oak,W BROADWAY AV & N OAK ST,47.664298,-117.437764,,,,,,0
BROMAPEN,1200,Broadway @ Maple,W BROADWAY AV & N MAPLE ST,47.664262,-117.435252,,,,,,0
BROCEDEN,1201,Broadway @ Cedar,W BROADWAY AV & N CEDAR ST,47.664262,-117.43274,,,,,,0
BROMADEN,1203,Courthouse (Broadway @ Madison),W BROADWAY AV & N MADISON ST,47.664289,-117.428456,,,,,,0
BOOMONWF,1208,Boone @ Monroe,W BOONE AV & N MONROE ST,47.66813,-117.427319,,,,,,0
STAEAST,1209,Boone @ Spokane Transit Authority,W BOONE AV & N ADAMS ST,47.667939,-117.43032,,,,,,0
MAPMASNN,1217,Maple @ Maxwell,N MAPLE ST NB & W MAXWELL AV,47.67072,-117.435398,,,,,,0
MAPINDNN,1220,Maple @ Indiana,N MAPLE ST NB & W INDIANA AV,47.67485,-117.435451,,,,,,0
MAPKNONN,1221,Maple @ Knox,N MAPLE ST NB & W KNOX AV,47.676671,-117.435477,,,,,,0
NORASHNN,1222,Northwest Blvd @ Ash,W NORTHWEST BL & N ASH ST,47.679728,-117.436868,,,,,,0
NORCANWN,1224,Northwest Blvd @ Cannon,W NORTHWEST BL & N CANNON ST,47.681661,-117.441085,,,,,,0
NORHEMNM,1225,Northwest Blvd @ Hemlock,W NORTHWEST BL & N HEMLOCK ST,47.683156,-117.444338,,,,,,0
NORNETNN,1226,Northwest Blvd @ Nettleton,W NORTHWEST BL & N NETTLETON ST,47.684116,-117.446521,,,,,,0
NORALBNF,1228,NW Blvd @ Alberta,W NORTHWEST BL & N ALBERTA ST,47.685673,-117.449946,,,,,,0
NORDSTNN,1231,Northwest Blvd @ D Street,W NORTHWEST BL & N D ST,47.689313,-117.457896,,,,,,0
NORFSTNN,1232,Northwest Blvd @ F Street,W NORTHWEST BL & N F ST,47.690554,-117.460648,,,,,,0
GSTGARNF,1234,G Street @ Garland,N G ST,47.693862,-117.462273,,,,,,0
GSTLONNN,1236,G Street @ Longfellow,N G ST & W LONGFELLOW AV,47.697093,-117.46233,,,,,,0
GSTWELNN,1238,G Street @ Wellesley,N G ST & W WELLESLEY AV,47.700671,-117.462305,,,,,,0
WELWARWF,1240,Wellesley @ Warren,W WELLESLEY AV & N WARREN ST,47.70086,-117.468139,,,,,,0
WELRUSWC,1241,Wellesley @ Rustle,W WELLESLEY AV & N RUSTLE ST,47.700887,-117.471605,,,,,,0
WELASSWN,1242,Wellesley @ Assembly,W WELLESLEY AV & N ASSEMBLY ST,47.700904,-117.474952,,,,,,0
WELGUSEN,1247,Wellesley @ Gustavus,W WELLESLEY AV & N GUSTAVUS ST,47.70075,-117.474383,,,,,,0
WELRUSEN,1248,Wellesley @ Rustle,W WELLESLEY AV & N RUSTLE ST,47.700751,-117.471817,,,,,,0
WELKSTEF,1249,Wellesley @ K Street,W WELLESLEY AV & N K ST,47.700724,-117.46806,,,,,,0
WELGSTEN,1251,Wellesley @ G Street,W WELLESLEY AV & N G ST,47.70068,-117.462689,,,,,,0
GSTLONSN,1253,G Street @ Longfellow,N G ST & W LONGFELLOW AV,47.69722,-117.462489,,,,,,0
GSTGARSN,1255,G Street @ Garland,N G ST & W GARLAND AV,47.693615,-117.462408,,,,,,0
NORFSTEF,1257,Northwest Blvd @ F Street,W NORTHWEST BL & N F ST,47.690282,-117.460462,,,,,,0
NORDSTEF,1258,Northwest Blvd @ D Street,W NORTHWEST BL & N D ST,47.689051,-117.457711,,,,,,0
NORALIEN,1259,Northwest Blvd @ Alice,W NORTHWEST BL & W ALICE AV,47.688172,-117.455779,,,,,,0
NOREUCEN,1260,Northwest Blvd @ Euclid,W NORTHWEST BL & W EUCLID AV,47.686325,-117.451692,,,,,,0
NORALBEN,1261,Northwest Blvd @ Alberta,W NORTHWEST BL & N ALBERTA ST SB,47.685347,-117.449563,,,,,,0
NORNETEC,1262,Northwest Blvd @ Nettleton,W NORTHWEST BL & N NETTLETON ST,47.684107,-117.446798,,,,,,0
NORHEMEC,1263,Northwest Blvd @ Hemlock,W NORTHWEST BL & N HEMLOCK ST,47.683074,-117.444576,,,,,,0
NORBELEF,1264,Northwest Blvd @ Belt,W NORTHWEST BL & N BELT ST,47.682223,-117.442632,,,,,,0
NORYOREF,1265,Northwest Blvd @ York,W NORTHWEST BL & W YORK AV,47.681308,-117.440635,,,,,,0
ASHMONSF,1267,Ash @ Montgomery,N ASH ST SB & W MONTGOMERY AV,47.678229,-117.437064,,,,,,0
ASHINDSN,1269,Ash @ Indiana,N ASH ST SB & W INDIANA AV,47.675004,-117.43709,,,,,,0
ASHMAXSN,1272,Ash @ Maxwell,N ASH ST SB & W MAXWELL AV,47.670865,-117.437037,,,,,,0
MAPNORNN,1274,Maple @ Northwest Blvd,N MAPLE ST NB & W NORTHWEST BL,47.678799,-117.435464,,,,,,0
MAPJACNN,1275,Maple @ Jackson,N MAPLE ST NB & W JACKSON AV,47.680339,-117.435504,,,,,,0
MAPCHENN,1276,Maple @ Chelan,N MAPLE ST NB & W CHELAN AV,47.682078,-117.435517,,,,,,0
MAPGRANN,1277,Maple @ Grace,N MAPLE ST NB & W GRACE AV,47.683455,-117.435306,,,,,,0
MAPGLANF,1279,Maple @ Glass,N MAPLE ST NB & W GLASS AV,47.690457,-117.434975,,,,,,0
MAPGARNN,1281,Maple @ Garland,N MAPLE ST NB & W GARLAND AV,47.693455,-117.435028,,,,,,0
MAPLACNN,1282,Maple @ Lacrosse,N MAPLE ST NB & W LACROSSE AV,47.695403,-117.435015,,,,,,0
MAPLONNN,1283,Maple @ Longfellow,N MAPLE ST NB & W LONGFELLOW AV,47.697368,-117.435028,,,,,,0
MAPWELNN,1285,Maple @ Wellesley,N MAPLE ST NB & W WELLESLEY AV,47.700656,-117.435015,,,,,,0
MAPEVENN,1287,Maple @ Everett,N MAPLE ST NB & W EVERETT AV,47.706164,-117.435015,,,,,,0
5MILPR,1291,5 Mile Park & Ride,N ASH ST & FIVE MILE RD,47.717501,-117.436484,,,,,,0
WAIHAWNN,1303,Waikiki @ Hawthorne,N WAIKIKI RD & W HAWTHORNE RD,47.751143,-117.423711,,,,,,0
HASFAIE,1310,Hastings @ Fairwood Center,W HASTINGS RD & MILL RD,47.768522,-117.420759,,,,,,0
WAIHAWSN,1326,Waikiki @ Hawthorne,N WAIKIKI RD & W HAWTHORN DR,47.751379,-117.424002,,,,,,0
FRAOAKWC,1337,Francis @ Oak,W FRANCIS AV & N OAK ST,47.715485,-117.437715,,,,,,0
FRABELWN,1339,Francis @ Belt,W FRANCIS AV & N BELT ST,47.715548,-117.443034,,,,,,0
FRAALBWF,1340,Francis @ Alberta,W FRANCIS AV & N ALBERTA ST,47.715521,-117.450179,,,,,,0
FRAASTWN,1341,Francis @ A Street,W FRANCIS AV & N A ST,47.715538,-117.453831,,,,,,0
FRAINDWM,1342,Francis @ Indian Trail,W FRANCIS AV & W INDIAN TRAIL RD,47.715492,-117.457641,,,,,,0
INDHOLNN,1344,Indian Trail @ Holyoke,W INDIAN TRAIL RD & W HOLYOKE AV,47.718372,-117.462115,,,,,,0
INDWOONF,1346,Indian Trail @ Woodside,W INDIAN TRAIL RD & W WOODSIDE AV,47.72098,-117.464736,,,,,,0
INDWEINC,1347,Indian Trail @ Weile,W INDIAN TRAIL RD & W WEILE AV,47.722357,-117.466166,,,,,,0
INDFLENC,1348,Indian Trail @ Fleming,W INDIAN TRAIL RD & N FLEMING ST,47.723833,-117.468456,,,,,,0
INDEXCNC,1349,Indian Trail @ Excell Ave,W INDIAN TRAIL RD & W EXCELL AV,47.726061,-117.471131,,,,,,0
INDKATNN,1350,Indian Trail @ Kathleen,W INDIAN TRAIL RD & W KATHLEEN AV,47.72732,-117.4726,,,,,,0
INDSTRNF,1352,Indian Trail @ Strong Rd,N INDIAN TRAIL RD & W STRONG RD,47.735289,-117.481923,,,,,,0
INDLOWNF,1353,Indian Trail @ Lowell,N INDIAN TRAIL RD & W LOWELL AV,47.737463,-117.483341,,,,,,0
INDBARNF,1354,Indian Trail @ Barnes,N INDIAN TRAIL RD & W BARNES RD,47.741149,-117.485964,,,,,,0
INDSHANF,1355,Indian Trail @ Shawnee,N INDIAN TRAIL RD & W SHAWNEE RD,47.745234,-117.488893,,,,,,0
INDNAVNN,1356,Indian Trail @ Navaho,N INDIAN TRAIL RD & W NAVAHO AV,47.747,-117.490245,,,,,,0
INDCOMNN,1357,Indian Trail @ Comanche,N INDIAN TRAIL RD & W COMANCHE AV,47.748748,-117.491478,,,,,,0
INDRIDNN,1358,Indian Trail @ Ridgecrest,N INDIAN TRAIL RD & W RIDGECREST DR,47.750686,-117.49283,,,,,,0
INDBEDNN,1359,Indian Trail @ Bedford,N INDIAN TRAIL RD & W BEDFORD AV,47.754627,-117.494608,,,,,,0
INDBEDSN,1361,Indian Trail @ Bedford,N INDIAN TRAIL RD & W BEDFORD AV,47.754844,-117.494859,,,,,,0
INDRIDSF,1362,Indian Trail @ Ridgecrest,N INDIAN TRAIL RD & W RIDGECREST AV,47.750922,-117.493373,,,,,,0
INDCOMSF,1363,Indian Trail @ Comanche,N INDIAN TRAIL RD & W COMANCHE AV,47.748965,-117.491981,,,,,,0
INDNAVSN,1364,Indian Trail @ Navaho,N INDIAN TRAIL RD & W NAVAHO AV,47.747091,-117.490603,,,,,,0
INDSHASF,1365,Indian Trail @ Shawnee,N INDIAN TRAIL RD & W SHAWNEE AV,47.744545,-117.488721,,,,,,0
INDBARSF,1366,Indian Trail @ Barnes,N INDIAN TRAIL RD & W BARNES RD,47.740522,-117.485847,,,,,,0
INDLOWSF,1367,Indian Trail @ Lowell,N INDIAN TRAIL RD & LOWELL,47.736764,-117.483136,,,,,,0
INDPACSF,1368,Indian Trail @ Pacific Park,N INDIAN TRAIL RD & W PACIFIC PARK DR,47.734564,-117.481644,,,,,,0
INDKATSN,1370,Indian Trail @ Kathleen,W INDIAN TRAIL RD & W KATHLEEN AV,47.727365,-117.47301,,,,,,0
INDEXCSN,1371,Indian Trail @ Excell,W INDIAN TRAIL RD & W EXCELL AV,47.726052,-117.471567,,,,,,0
INDFLESN,1372,Indian Trail @ Fleming,W INDIAN TRAIL RD & N FLEMING ST,47.723661,-117.468588,,,,,,0
INDWEISF,1373,Indian Trail @ Weile,W INDIAN TRAIL RD & W WEILE AV,47.72214,-117.466311,,,,,,0
INDWOOSN,1374,Indian Trail @ Woodside,W INDIAN TRAIL RD & W WOODSIDE AV,47.720663,-117.464842,,,,,,0
INDYOKES,1376,Indian Trails @ N 3233 (Yokes),W INDIAN TRAIL RD & N 3233,47.717303,-117.461082,,,,,,0
INDFRASN,1378,Indian Trail @ Francis,W INDIAN TRAIL RD & W FRANCIS AV,47.715501,-117.458846,,,,,,0
FRAASTEN,1380,Francis @ A Street,W FRANCIS AV & N A ST,47.715357,-117.454148,,,,,,0
FRAALBEN,1381,Francis @ Alberta,W FRANCIS AV & N ALBERTA ST,47.715367,-117.449213,,,,,,0
FRABELEN,1382,Francis @ Belt,W FRANCIS AV & N BELT ST,47.715349,-117.443404,,,,,,0
ASHEVESN,1388,Ash @ Everett,N ASH ST SB & W EVERETT AV,47.7063,-117.436497,,,,,,0
ASHQUESN,1389,Ash @ Queen,N ASH ST SB & W QUEEN AV,47.70447,-117.43651,,,,,,0
ASHWELSN,1391,Ash @ Wellesley,N ASH ST SB & W WELLESLEY AV,47.701001,-117.436457,,,,,,0
ASHLONSN,1392,Ash @ Longfellow,N ASH ST SB & W LONGFELLOW AV,47.697504,-117.436497,,,,,,0
ASHLACSN,1393,Ash @ Lacrosse,N ASH ST SB & W LACROSSE AV,47.695566,-117.436523,,,,,,0
ASHGARSN,1394,Ash @ Garland,N ASH ST SB & W GARLAND AV,47.693564,-117.436536,,,,,,0
ASHGLASN,1396,Ash @ Glass,N ASH ST SB & W GLASS AV,47.690348,-117.43651,,,,,,0
ASHGRASN,1397,Ash @ Grace,N ASH ST SB & W GRACE AV,47.683564,-117.436893,,,,,,0
ASHNORSN,1399,Ash @ Northwest Blvd.,N ASH ST SB & W NORTHWEST BL,47.680086,-117.437091,,,,,,0
MONMAXNN,1403,Monroe @ Maxwell,N MONROE ST & W MAXWELL AV,47.671146,-117.426578,,,,,,0
MONINDNN,1405,Monroe @ Indiana,N MONROE ST & W INDIANA AV,47.674868,-117.426618,,,,,,0
MONCARNN,1408,Monroe @ Carlisle,N MONROE ST & W CARLISLE AV,47.679388,-117.426525,,,,,,0
MONGRANN,1410,Monroe @ Grace,N MONROE ST & W GRACE AV,47.682957,-117.426538,,,,,,0
MONALINN,1412,Monroe @ Alice,N MONROE ST & W ALICE AV,47.687588,-117.426532,,,,,,0
MONKIENM,1413,Monroe @ Kiernan,N MONROE ST & W KIERNAN AV,47.69225,-117.425783,,,,,,0
MOGARNN,1414,Monroe @ Garland,N MONROE ST & W GARLAND AV,47.693353,-117.425785,,,,,,0
MONLONNN,1416,Monroe @ Longfellow,N MONROE ST & W LONGFELLOW AV,47.697341,-117.425822,,,,,,0
MONWELNN,1417,Monroe @ Wellesley,N MONROE ST & W WELLESLEY AV,47.700521,-117.425784,,,,,,0
MONQUENN,1419,Monroe @ Queen,N MONROE ST & W QUEEN AV,47.704289,-117.425848,,,,,,0
ROWNETWN,1428,Rowan @ Nettleton,W ROWAN AV & N NETTLETON ST,47.708147,-117.445996,,,,,,0
GSTCENNN,1433,G St @ Central,N G ST & W CENTRAL AV,47.71137,-117.460352,,,,,,0
GSTFRANN,1435,G St @ Francis,N G ST & W FRANCIS AV,47.715338,-117.46038,,,,,,0
GSTDECSN,1436,G Street @ Decatur,N G ST & W DECATUR AV,47.714658,-117.460579,,,,,,0
GSTCENSN,1438,G Street @ Central,N G ST & W CENTRAL AV,47.71156,-117.460538,,,,,,0
GSTROWSN,1439,G Street @ Rowan,N G ST & W ROWAN AV,47.70839,-117.460589,,,,,,0
ROWBELWN,1444,Rowan @ Belt,W ROWAN AV & N BELT ST,47.708094,-117.443066,,,,,,0
MONROWSN,1452,Monroe @ Rowan,N MONROE ST & W ROWAN AV,47.708084,-117.426019,,,,,,0
MONQUESN,1454,Monroe @ Queen,N MONROE ST & W QUEEN AV,47.704497,-117.42598,,,,,,0
MONWELSF,1456,Monroe @  Wellesley,N MONROE ST,47.700287,-117.425971,,,,,,0
MONLONSN,1457,Monroe @ Longfellow,N MONROE ST & W LONGFELLOW AV,47.697477,-117.425954,,,,,,0
MOGARSN,1459,Monroe @ Garland,N MONROE ST & W GARLAND AV,47.69369,-117.425928,,,,,,0
MONKIESN,1460,Monroe @ Kiernan,N MONROE ST & W KIERNAN AV,47.691815,-117.425994,,,,,,0
MONALISF,1461,Monroe @ Alice,N MONROE ST & W ALICE AV,47.687579,-117.426772,,,,,,0
MONWEDSN,1484,Monroe @ Wedgewood,N MONROE ST & W WEDGEWOOD AV,47.721681,-117.425475,,,,,,0
MONGRASN,1497,Monroe @ Grace,N MONROE ST & W GRACE AV,47.683138,-117.426696,,,,,,0
MONMONSF,1499,Monroe @ Montgomery,N MONROE ST & W MONTGOMERY AV,47.678442,-117.426799,,,,,,0
MONNORSN,1501,Monroe @ Nora,N MONROE ST & W NORA AV,47.674053,-117.426737,,,,,,0
MONMAXSN,1503,Monroe @ Maxwell,N MONROE ST & W MAXWELL AV,47.671327,-117.426803,,,,,,0
RIVWASEN,1505,Riverside @ Washington,W RIVERSIDE AV & N WASHINGTON ST NB,47.657876,-117.418159,,,,,,0
RIVBEREF,1506,Riverside @ Bernard,W RIVERSIDE AV & N BERNARD ST,47.657876,-117.415541,,,,,,0
RIVBROEN,1507,Riverside @ Browne,W RIVERSIDE AV & N BROWNE ST SB,47.657912,-117.413413,,,,,,0
DIVSPONN,1509,Division @ Spokane Falls Bl.,N DIVISION ST & E SPOKANE FALLS BL,47.66011,-117.411012,,,,,,0
DIVNORNN,1510,Division @ North River Drive,N DIVISION ST & E NORTH RIVER DR,47.664043,-117.411124,,,,,,0
RUBMISNN,1514,Ruby @ Mission,N RUBY ST & E MISSION AV,47.671595,-117.409436,,,,,,0
RUBINDNF,1515,Ruby @ Indiana,N RUBY ST & E INDIANA AV,47.674923,-117.409421,,,,,,0
RUBMONNN,1516,Ruby @ Montgomery,N RUBY ST NB & E MONTGOMERY AV,47.678236,-117.409479,,,,,,0
RUBJACNN,1517,Ruby @ Jackson,N RUBY ST & E JACKSON AV,47.68067,-117.409778,,,,,,0
DIVBRINF,1519,Division @ Bridgeport,N DIVISION ST & E BRIDGEPORT AV,47.68877,-117.410983,,,,,,0
DIVEMPNN,1521,Division @ Empire,N DIVISION ST & E EMPIRE AV,47.693055,-117.411154,,,,,,0
DIVWELNF,1526,Division @ Wellesley (Northtown),N DIVISION ST & E WELLESLEY AV,47.702032,-117.411045,,,,,,0
DIVQUENM,1527,Division @ Queen,N DIVISION ST & E QUEEN AV,47.704668,-117.411176,,,,,,0
DIVROWNN,1529,Division @ Rowan,N DIVISION ST & E ROWAN AV,47.70782,-117.411136,,,,,,0
DIVCENNN,1531,Division @ Central,N DIVISION ST & E CENTRAL AV,47.711416,-117.411134,,,,,,0
DIVFRANF,1533,Division @ Francis,N DIVISION ST & W QUEEN AV,47.715458,-117.411095,,,,,,0
DIVLYONN,1535,Division @ Lyons,N DIVISION ST & E LYONS AV,47.718555,-117.411158,,,,,,0
DIVWEINF,1537,Division @ Weile,N DIVISION ST & E WEILE AV,47.722876,-117.41117,,,,,,0
DIVCOZNN,1538,Division @ Cozza,N DIVISION ST & E COZZA DR,47.72466,-117.411236,,,,,,0
DIVLINNN,1540,Division @ Lincoln,N DIVISION ST & E LINCOLN RD,47.729353,-117.411274,,,,,,0
DIVMAGNN,1541,Division @ Magnesium,N DIVISION ST & E MAGNESIUM RD,47.73603,-117.411351,,,,,,0
HAWDIVEF,1546,Hawthorne @ Division,E HAWTHORNE RD & N DIVISION ST,47.751082,-117.41024,,,,,,0
NEW9222N,1554,Newport Highway @ N 9222,N NEWPORT HY & N 9222,47.741628,-117.40947,,,,,,0
NEWGRANF,1556,Newport Highway @ Graves NorthPoint,N NEWPORT HY & E GRAVES AV,47.747987,-117.403338,,,,,,0
HAWHW2WF,1557,Hawthorne @ Newport Highway 2,E HAWTHORNE RD & N NEWPORT HY,47.75123,-117.401324,,,,,,0
HAWDIVWN,1560,Hawthorne @ Division,E HAWTHORNE RD & N DIVISION ST,47.751244,-117.409907,,,,,,0
HAWMAYEC,1562,Hawthorne @ Mayberry,E HAWTHORNE RD & N MAYBERRY DR,47.751114,-117.407428,,,,,,0
HAWNEWEN,1564,Hawthorne @ Newport Highway,E HAWTHORNE RD & N ANDREW ST,47.751071,-117.401478,,,,,,0
NEWGRASN,1566,Newport Highway @ Graves,N NEWPORT HY & E GRAVES RD,47.747842,-117.403802,,,,,,0
NEWHOLSN,1568,Newport Highway @ Holland,N NEWPORT HY & E HOLLAND RD,47.74411,-117.407351,,,,,,0
NEW9305S,1569,Newport Highway @ N 9305,N NEWPORT HY & N 9305,47.742136,-117.409284,,,,,,0
DIVPRISN,1570,Division @ Price,N DIVISION ST & W PRICE AV,47.7367,-117.411497,,,,,,0
DIVCASSF,1571,Division @ Cascade,N DIVISION ST & W CASCADE WY,47.729146,-117.411436,,,,,,0
DIVCOZSN,1572,Division @ Cozza,N DIVISION ST & E COZZA DR,47.724996,-117.411408,,,,,,0
DIVRHOSN,1573,Division @ Rhoades,N DIVISION ST & W RHOADES AV,47.722196,-117.411382,,,,,,0
DIVLYOSN,1575,Division @ Lyons,N DIVISION ST & W LYONS AV,47.718953,-117.411344,,,,,,0
DIVDALSN,1577,Division @ Dalke,N DIVISION ST & E DALKE AV,47.713409,-117.411279,,,,,,0
DIVCENSN,1578,Division @ Central,N DIVISION ST & E CENTRAL AV,47.711552,-117.411346,,,,,,0
DIVROWSM,1580,Division @ Rowan (Franklin Park),N DIVISION ST & W ROWAN AV,47.707458,-117.411387,,,,,,0
DIVHOFSF,1583,Division @ Hoffman,N DIVISION ST & E HOFFMAN AV,47.699631,-117.411443,,,,,,0
DIVLONSF,1584,Division @ Longfellow,N DIVISION ST & E LONGFELLOW AV,47.697231,-117.411338,,,,,,0
DIVGARSC,1585,Division @ Garland,N DIVISION ST & E GARLAND AV,47.693897,-117.411418,,,,,,0
DIVBRISN,1587,Division @ Bridgeport,N DIVISION ST & W LONGFELLOW AV,47.688531,-117.41132,,,,,,0
DIVBUCSN,1590,Division @ Buckeye,N DIVISION ST & W BUCKEYE AV,47.682784,-117.411296,,,,,,0
DIVMONSN,1592,Division @ Montgomery,N DIVISION ST SB & W MONTGOMERY AV,47.678608,-117.411278,,,,,,0
DIVNORSN,1594,Division @ Nora,N DIVISION ST SB & W NORA AV,47.674233,-117.411345,,,,,,0
DIVMISSN,1595,Division @ Mission,N DIVISION ST SB & E MISSION AV WB,47.671842,-117.41132,,,,,,0
DIVSHASF,1596,Division @ Sharp,N DIVISION ST & W SHARP AV,47.66941,-117.411261,,,,,,0
DIVNORSF,1599,Division @ North River Drive,N DIVISION ST & W NORTH RIVER DR,47.663835,-117.411454,,,,,,0
SPOBERWN,1600,Spokane Falls Blvd @ Bernard,W SPOKANE FALLS BL WB & N BERNARD ST,47.660312,-117.41566,,,,,,0
STEMAISN,1601,Stevens @ Main,N STEVENS ST,47.659662,-117.419706,,,,,,0
STESPRSN,1602,Stevens @ Sprague,N STEVENS ST SB & W SPRAGUE AV WB,47.657297,-117.419666,,,,,,0
WASMAINN,1604,Washington @ Main,N WASHINGTON ST NB & W MAIN AV EB,47.658945,-117.417934,,,,,,0
RUBSHANN,1607,Ruby @ Sharp,N RUBY ST & E BOONE-SHARP AL,47.668807,-117.409437,,,,,,0
HAMSHANF,1613,Hamilton @ Sharp,N HAMILTON ST & E SHARP AV,47.66981,-117.396485,,,,,,0
HAMMISNN,1614,Hamilton @ Mission,N HAMILTON ST & E MISSION AV,47.67144,-117.396497,,,,,,0
HAMINDNN,1615,Hamilton @ Indiana,N HAMILTON ST & E INDIANA AV,47.674646,-117.396495,,,,,,0
HAMILLNN,1616,Hamilton @ Illinois,N HAMILTON ST & E ILLINOIS AV,47.677472,-117.39652,,,,,,0
HAMJACNN,1618,Hamilton @ Jackson,N HAMILTON ST & E JACKSON AV,47.680144,-117.396664,,,,,,0
HAMNORNN,1620,Hamilton @ North Foothills,N HAMILTON ST & E NORTH FOOTHILLS DR,47.683387,-117.396636,,,,,,0
NEVEUCNN,1621,Nevada @ Euclid (Gonzaga Prep),N NEVADA ST & E EUCLID AV,47.686158,-117.395127,,,,,,0
NEVBRINN,1622,Nevada @ Bridgeport,N NEVADA ST & E BRIDGEPORT AV,47.688441,-117.395139,,,,,,0
NEVGORNN,1623,Nevada @ Gordon,N NEVADA ST & E GORDON AV,47.690705,-117.395124,,,,,,0
NEVEMPNN,1624,Nevada @ Empire,N NEVADA ST & E EMPIRE AV,47.69297,-117.395096,,,,,,0
NEVLACNN,1625,Nevada @ Lacrosse,N NEVADA ST & E LACROSSE AV,47.695289,-117.395095,,,,,,0
